source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax
6193983826047421952,197.4440925161253,-24.263059532351715,16.99262,17.570108,16.287436,0.300321784749924
6193977057178256256,197.5902937428933,-24.295583414641314,21.010109,,,
6193974755076494976,197.81632367103572,-24.28350821239466,16.767515,17.484814,15.949226,1.320480715624474
6193978152395054976,197.72744380746164,-24.25163923348695,18.347298,18.913364,17.589155,0.6989667079028801
6193987979280254592,197.33948607856894,-24.224483176523858,20.955338,21.065083,19.983929,
6193986884064135168,197.38232858806487,-24.269589540931243,15.12539,15.536163,14.549903,1.087147304578577
6193974342759362432,197.86007230334172,-24.282914662057212,21.079197,,,
6193990487541186176,197.59224273652995,-24.191486902621783,18.2876,18.653727,17.728563,0.4285596263622186
6193995023026703360,197.51918890354744,-24.098885974084947,19.356783,20.122753,18.473017,0.7402078673796242
6193992789643708928,197.6805648769722,-24.101530623974003,20.637913,20.637928,19.875841,-0.023695843198892882
6193974342759634304,197.86468139555177,-24.290278987620017,18.523357,18.871698,17.992264,-0.07259039305131856
6193988357237407616,197.40155537403402,-24.190408001431926,20.619644,21.681032,19.892302,0.7011448369276566
6193978014956093824,197.7651472624563,-24.260761140473882,20.167833,21.050806,19.349897,0.1930371992498776
6193988975712638848,197.6091365513025,-24.254637782345114,19.499214,20.166739,18.705961,0.6840359708160483
6193977980596355328,197.78562797756547,-24.2607169391252,20.062473,21.27291,19.01255,0.803670390268895
6193989632842338944,197.595466751681,-24.220067035921602,20.450222,,,-1.713921737002726
6193977568279495552,197.65862214752684,-24.26022341505299,20.334045,20.480766,19.88377,1.1806738039359193
6193992995802142208,197.62987256964442,-24.09091302600714,19.044395,19.83474,17.920776,1.5214244495609293
6193977946236617472,197.77536626902764,-24.260510189494422,18.795492,19.407022,18.042095,0.7448340430068614
6193986570530985984,197.31693804958203,-24.219163494365226,18.915295,19.93086,17.842903,1.4220560117319339
6193982073700758144,197.39647369771595,-24.324282065584217,16.426731,17.019445,15.707797,0.946232673293339
6193977911876878848,197.75338708531893,-24.261008936005354,20.110542,20.457624,19.586023,0.7709547064553057
6193981313490852096,197.3666796263872,-24.374564038053254,20.279758,20.533693,19.53752,0.46301007086569607
6193986261293309440,197.32057479816848,-24.250348894802993,20.503115,21.378096,19.608767,0.9458084519337774
6193982039340349824,197.3791275225704,-24.31969860237808,20.8323,22.377644,19.509472,
6193984921263454208,197.31133017404946,-24.310226164991146,19.057045,19.58655,18.267246,0.3677771706283528
6193984650681135232,197.34212798355665,-24.32485717257713,14.872218,15.2661915,14.312221,0.8186748465371907
6193989525468484736,197.65106678239187,-24.22082873424284,19.28554,20.765882,18.11324,0.6883071900553728
6193975373550914944,197.82689202701448,-24.252500523155902,20.719189,,,
6193977984891029504,197.78306286836002,-24.254727789176783,19.630262,20.372389,18.818142,-0.08258797062809681
6193988086654985856,197.33751194173146,-24.197069446843123,15.4645,16.139303,14.672887,1.4623048339275495
6193985990710180992,197.26537140939678,-24.27164231629377,20.630396,21.373648,19.674711,
6193992961442402560,197.6615480488507,-24.096049849598202,20.117088,20.227966,19.385859,-0.7979439549522392
6193982859679153920,197.53824978429174,-24.308828302213307,18.850914,19.638987,17.969791,0.5410541145397901
6193987399459345152,197.46355055318193,-24.203935337230135,20.348827,,,0.8403100115817024
6193990143945278976,197.55328930238633,-24.19689905591274,20.620127,21.59448,19.319212,0.35905639462028605
6193992824003449216,197.6995936172626,-24.094878420838032,20.167156,20.805637,19.067797,2.5308158572056105
6193989010072375680,197.59529033401876,-24.256220385313014,20.761492,,,-2.9019266641194257
6193989319310053888,197.57020897483952,-24.22211012063061,18.733389,19.254074,18.053688,0.33538598977059847
6193990285677534336,197.51009571399413,-24.21126293455988,20.735344,21.236776,19.25694,-0.28888821670019343
6193961178684177280,197.2719092309772,-24.366798980072797,18.18223,18.538017,17.660849,-0.2754071599046341
6193983310651339776,197.44695459752788,-24.327941575988834,17.059143,17.459969,16.492748,0.22354796401214755
6193991002937259392,197.66739854571077,-24.198466553057866,17.304937,17.82016,16.635439,0.1924597078726823
6193978118035310208,197.74111152657156,-24.25991668844259,18.465185,19.128239,17.696014,-0.12211295841815183
6193961006885485056,197.2974581643448,-24.366721837789598,18.93108,20.437832,17.717829,2.3659090418415682
6193982932693521920,197.5736132787021,-24.29518356600529,20.975225,21.557089,19.56925,
6193992961442403200,197.66234557543015,-24.09294517361948,19.684122,20.212156,18.738478,0.4828290609596712
6193986952782730496,197.36810831806758,-24.252866479994015,19.931553,20.292274,19.049059,1.33372054806747
6193990178303512832,197.50616516782566,-24.222169086904476,17.71285,18.052776,17.18447,0.11124679775132701
6193996676589115520,197.5608674871803,-24.049326820629137,20.68307,20.959494,20.234467,
6193986914128334976,197.39321076973124,-24.25591177698208,20.448568,20.974588,19.718575,0.47057245042737395
6193994992961630208,197.51359612072412,-24.104383726268747,20.420376,20.660772,19.694487,-0.026290183588399123
6193992759578942592,197.6703322223672,-24.10771381165065,20.72897,19.90461,19.293913,5.228342027125827
6193962346915335808,197.22276539283192,-24.31863568915212,19.172497,19.525358,18.595425,0.3631901164320915
6193975231817289088,197.87275899154253,-24.25769458993061,19.455057,19.899763,18.609444,-0.005424956436489526
6193987811777076352,197.35740750523124,-24.220537168069605,15.521375,16.049288,14.842348,0.8131836324065931
6193995607142259584,197.59439135019284,-24.087420783404102,19.138666,19.955555,18.275162,0.805243187390484
6193970563188403584,197.54492088822317,-24.35074037323076,20.09027,20.715252,18.789423,6.371569527301629
6193982829615004032,197.5244204659217,-24.315953630162966,14.118675,14.552804,13.529627,2.086008778465281
6193995572782521088,197.61387019073436,-24.0875692325252,20.3764,21.091211,19.307026,-2.2142910420502564
6193984955623173504,197.3515447977149,-24.32782572515813,18.020023,18.357525,17.506992,0.11280151300866488
6193975369256243072,197.83127328482254,-24.257263740831668,18.622587,18.9491,18.12714,0.49423704337758134
6193979045748279808,197.7252710236684,-24.22470929932897,19.948267,20.927217,18.734404,-0.8258280353466441
6193982898334482048,197.5536456578517,-24.30855456029063,18.77257,19.976624,17.673819,0.8819595916828777
6193987498243920512,197.41629830234206,-24.221918022657956,15.891953,16.926775,14.881781,3.0272486281454607
6193995950739643648,197.6265948107499,-24.087427474211893,18.1449,18.412107,17.573551,0.17822161965418803
6193976335624501120,197.7509093004575,-24.296476453543086,20.89634,21.279621,19.553974,
6193978637726970880,197.7762475453699,-24.216465783105434,20.593386,21.517233,19.302818,1.6208487230819555
6193982863974050816,197.54151948449535,-24.30684990207454,20.924522,20.870535,19.624605,
6193978324193774720,197.7616491679272,-24.223610248683233,19.349491,19.763786,18.78217,-0.05384230400115681
6193984199709004288,197.4648626261278,-24.255981877257742,20.96407,21.411194,20.423222,
6193986987142669440,197.38498313386796,-24.242866797013782,20.65599,21.168528,20.094887,-2.2074407500230646
6193993064521620096,197.66539270258332,-24.087588098464238,20.536276,20.939003,19.591955,1.208377031318358
6193995057386445952,197.49817475847877,-24.08755925413324,19.118822,19.484842,18.6211,0.10999515996836111
6193995817595350400,197.57463521818835,-24.088415298247867,20.423153,20.791029,19.362991,-0.8852211472811219
6193995744581213824,197.54419399184883,-24.085072250652605,19.845406,21.420797,18.550955,0.7030026515596243
6193978014956097024,197.75760741658377,-24.258279839835943,19.583277,20.818289,18.67168,-0.42608123250197855
6193970524533013248,197.535479667843,-24.367530638064768,20.265924,20.871323,19.453573,-0.26119871777766746
6193997535582268160,197.56730858483397,-23.990103759415017,20.591887,21.168873,19.6185,-1.2075112683198685
6193995813300691328,197.57096366894868,-24.083392296626247,18.236065,18.58737,17.677256,0.26896604565967785
6193991071656731392,197.65774373699128,-24.198167222269777,18.655859,19.771946,17.569487,0.9070103386767407
6193977499560030848,197.68892788601846,-24.246658280903926,18.012276,18.648434,17.207752,0.7647530231569146
6193995641501999232,197.60496376990355,-24.084003251661684,19.42959,20.104292,18.57771,0.002664488203854412
6193993030161884544,197.6445968383077,-24.07909737940868,19.367386,19.965866,18.417294,0.17568408826212
6193984513242179072,197.3143580838477,-24.34441250784325,15.7925005,16.21766,15.192682,0.810853059929548
6193981657088240512,197.39603327486117,-24.370580355629006,20.109825,20.624634,19.197704,0.9684353106433549
6193978324193769344,197.7510068641941,-24.22861392512068,20.839178,20.820963,18.888906,
6193990216957890432,197.52477396955217,-24.21768151079972,20.29,20.659363,19.201595,1.192510170357668
6193988047999740544,197.33489723603213,-24.215433666880628,16.930431,17.410358,16.29984,0.3987459764474928
6193979217546982016,197.6899981213356,-24.212886118851685,19.821379,20.110466,19.162172,0.609686215268203
6193987743056719744,197.37421649186535,-24.230800809699954,19.867422,20.991974,18.645302,1.2074193820309547
6193978908309304192,197.71356852547822,-24.246158909774554,18.009108,18.467993,16.99479,
6193989937785332224,197.55428919345417,-24.234573808082793,20.794743,21.145338,20.283804,1.3486509580194006
6193976851020083584,197.64417022082,-24.303357552844144,20.9276,21.354342,19.562231,
6193984616320952320,197.32468614011427,-24.335486134725866,21.012531,,,
6193996053819616640,197.6134335172528,-24.060471037424342,18.889101,19.211372,18.29562,-0.20494769638614813
6193987085927050624,197.39553323297,-24.23131766881758,18.897675,19.141022,18.262493,0.27450470224412216
6193995263544878592,197.4922239743911,-24.077177671465613,20.266207,21.009796,19.511978,-0.6177346430262617
6193990075224302848,197.55870487104744,-24.217034425708718,18.838484,20.152033,17.621914,1.577529984528843
6193996161192732544,197.6336679764632,-24.05080007603994,21.077034,,,
6193978221114537088,197.75929549324616,-24.245887697039883,18.797337,20.234978,17.605364,1.4307696833094343
6193970661971964160,197.58261047973735,-24.369968312870206,19.193182,20.338404,18.166218,0.3417375979047288
6193995778940953600,197.55689817679038,-24.080210311040204,19.051226,19.569292,18.362917,0.2644500958738347
6193982004980837248,197.36808210729043,-24.33914090896117,20.77853,21.25634,20.270294,
6193977022819269760,197.60893375555818,-24.297859569499362,20.328524,20.40602,19.484192,0.759537367346321
6193991660067021568,197.70908726243107,-24.139242707934812,20.576948,21.441635,19.459444,0.6272375951475412
6193974995594211968,197.78790742772978,-24.27165543607523,20.876911,20.850214,20.173557,3.733454366447178
6193988980007300352,197.6140863457565,-24.25894654377559,20.234062,21.5027,18.879686,3.3694930841854442
6193984032205153920,197.523528356296,-24.25855814946421,20.452642,21.334791,19.446823,0.26579567395222464
6193990075224301568,197.5667959664574,-24.217258860348537,19.888977,21.009804,18.662914,0.9355327378287166
6193989731626932352,197.6026887740074,-24.201249696248066,18.615847,19.044634,17.96469,0.22034235521974133
6193995847660431744,197.5913956826885,-24.075141789616687,18.346962,18.738789,17.756735,-0.12349623559825382
6193976503127569024,197.67628589159978,-24.296376898034083,19.384874,20.317257,18.40324,0.5025072588215935
6193980974188456960,197.44996181441638,-24.371423153363896,20.80355,,,
6193981042908604416,197.43350885921146,-24.355030011674348,16.505508,16.857859,15.979792,0.43581948097325507
6193995778940954880,197.5560664302279,-24.076107203386407,19.829302,20.176636,19.283562,-0.0059137493354149695
